"#","Registration No / Notification No","Product Name","Holder"
"867","MAL22016034HA","VETMULIN 450 mg/g granules for use in drinking water","PAHANG PHARMACY SDN. BHD."
"868","MAL21106129T","QIANJIN YIMU PLUS GRANULES","BIO MODERN HERBS SDN. BHD."
"869","MAL22026070T","Xin Ban Xia Xie Xin Tang Extract Granules `C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"870","MAL22036101T","Qing Wei San Extract Granules `C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"871","MAL22046068T","Tian Ma Gou Teng Yin Extract Granules `C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"872","MAL22026068T","Ge Gen Huang Qin Huang Lian Tang Extract Granules `C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"873","MAL22026071T","Ba Zheng San Extract Granules `C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"874","MAL22016087T","Pu Ji Xiao Du Yin Extract Granules  'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"875","MAL22076011XCZ","Stenac Granules 100 mg","APEX PHARMACY MARKETING SDN. BHD."
"876","MAL22076012XCZ","Stenac Granules 200 mg","APEX PHARMACY MARKETING SDN. BHD."
"877","MAL24036037AZ","URODAY 3g Granules for Oral Solution","AVERROES PHARMACEUTICALS SDN. BHD."
"878","MAL22036103T","KANION QIGE GRANULES","BIO MODERN HERBS SDN. BHD."
"879","MAL22096047HA","Prima Monensin 20% (w/w)Granules","Prima Inter-chem Sdn. Bhd."
"880","MAL22096103T","Bai Hu Jia Ren Shen Tang Extract Granules 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"881","MAL22126145TC","LIONBALL YINQIAO JIEDU GRANULES","NANG HIN MEDICAL SDN. BHD."
"882","MAL23016114TC","LIONBALL XIAOER QIXINGCHA GRANULES","NANG HIN MEDICAL SDN. BHD."
"883","MAL23016029HA","TYSIN, 1000mg/g, Granules for use in drinking water","N.S. LABORATORY SDN. BHD."
"884","MAL23036044NC","LIPIGO GRANULES","Medexp Sdn Bhd"
"885","MAL23116026HA","EM-IVERMIX 0.6% GRANULES","RANGE PHARMA SDN. BHD."
"886","MAL23116053T","`CHUANG SONG ZONG` Chai Ge Jie Ji Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"887","MAL23086127T","Ban Xia Hou Pu Tang Extract Granules `C.F.T.`","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"888","MAL23086086T","Xiao Cheng Qi Tang Extract Granules `C.F.T.`","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"889","MAL23116056T","Huo Xiang Zheng Qi San Extract Granules `C.F.T.`","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"890","MAL23086128T","Ping Wei San Extract Granules `C.F.T.`","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"891","MAL23096074T","Wei Ling Tang Extract Granules `C.F.T.`","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"892","MAL24036017ACZ","RACETASH CHILDREN (Racecadotril 30 mg granules for Oral Suspension)","Synercam (M) Sdn Bhd"
"893","MAL24036016ACZ","RACETASH INFANT (Racecadotril 10 mg granules for Oral Suspension)","Synercam (M) Sdn Bhd"
"894","MAL23066087TC","LIONBALL XINSHENGHUA GRANULES","NANG HIN MEDICAL SDN. BHD."
"895","MAL24086020AZ","Claritrox Granules for Oral suspension 125mg/5ml","SM PHARMACEUTICALS SDN. BHD."
"896","MAL24086021AZ","Claritrox Granules for Oral suspension 250mg/5ml","SM PHARMACEUTICALS SDN. BHD."
"897","MAL23096118T","PANKAJA KASTHURI Breathe Eazy  Advanced Granules","NATURE SECRET (M) SDN.BHD"
"898","MAL23086130TC","LIONBALL FUYANG GRANULES","NANG HIN MEDICAL SDN. BHD."
"899","MAL25016024AZ","Foswomyn 3g Granules for oral solution","MEDISPEC (M) SDN. BHD."
"900","MAL24016098T","`CHUANG SONG ZONG` Huan Shao Wan Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"901","MAL23116054T","`CHUANG SONG ZONG` Bai Hu Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"902","MAL24036043HA","EM-TAIKOMIX 10% GRANULES","RANGE PHARMA SDN. BHD."
"903","MAL23096072T","`CHUANG SONG ZONG` Wu Zhu Yu Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"904","MAL23096101TC","Yik Herr Shui Mian Bao Extract Granules","Yik Herr Natural Sdn. Bhd."
"905","MAL23106107TC","Yik Herr Shu Di Huang Fu Fang Extract Granules","Yik Herr Natural Sdn. Bhd."
"906","MAL24086005AZ","Xarelto Granules for Oral Suspension 1mg/ml","BAYER CO. (MALAYSIA) SDN. BHD."
"907","MAL24036087T","""Sun Ten"" Wu Wei Zi Complex Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"908","MAL24036077NC","ENTROPRO DUO Saccharomyces Boulardii and Lactobacillus Rhamnosus Granules ( Mixed Fruit Flavour)","UNIMED SDN. BHD."
"909","MAL23126040TC","LIONBALL RE DU PING GRANULES","NANG HIN MEDICAL SDN. BHD."
"910","MAL24036122TC","Yik Herr San Huo Tang Extract Granules","Yik Herr Natural Sdn. Bhd."
"911","MAL23116060TC","Yik Herr Huang Qi Fang Feng Plus Extract Granules","Yik Herr Natural Sdn. Bhd."
"912","MAL24066146T","CHUANG SONG ZONG` Bai Shao 1.5g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"913","MAL24066084T","`CHUANG SONG ZONG` Zhi Bai Di Huang Wan Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"914","MAL24066083T","`CHUANG SONG ZONG` Juan Bi Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"915","MAL24066089T","""Sun Ten"" Si Wu Tang Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"916","MAL24066085T","`CHUANG SONG ZONG` Gan Lu Yin Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"917","MAL24086043T","""Sun Ten""Ling Gui Zhu Gan Tang Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"918","MAL24116011XC","UTINOL EFFERVESCENT GRANULES","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"919","MAL24116010XC","URALIME Effervescent Granules","SYNERRV SDN BHD"
"920","MAL24096190T","CHUANG SONG ZONG` Shu Di Huang 0.5g / 1g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"921","MAL24106079T","`CHUANG SONG ZONG` Ze Xie 0.45g/1g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"922","MAL25036086HA","SalinoCox 12% w/w Premix Granules","PAHANG PHARMACY SDN. BHD."
"923","MAL24096086T","""Sun Ten"" Chai Hu Shu Gan Tang Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"924","MAL24066056NC","ENTROPRO DUO Saccharomyces Boulardii and Lactobacillus Rhamnosus Granules ( Orange Flavour)","UNIMED SDN. BHD."
"925","MAL24126046T","`CHUANG SONG ZONG` Yi Qi Chong Ming Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"926","MAL24116118T","'CHUANG SONG ZONG' Gan Cao 0.5g / 1 g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"927","MAL24116119T","CHUANG SONG ZONG` Zhi Gan Cao 0.5g/1g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"928","MAL24096087T","""Sun Ten"" Ping Wei San Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"929","MAL24116120T","'CHUANG SONG ZONG` Huang Qin 0.5 gm/1.0 gm Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"930","MAL24116114T","CHUANG SONG ZONG` Huang Qi 0.5g / 1.0 g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"931","MAL24116115T","�CHUANG SONG ZONG' Ge Gen 0.45 g / 1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"932","MAL24116117T","CHUANG SONG ZONG Mai Men Dong 0.46g/1g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"933","MAL24116116T","'CHUANG SONG ZONG' Zhi Shi 0.47g / 1g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"934","MAL24126087T","CHUANG SONG ZONG Sheng Di Huang 0.48g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"935","MAL24106073T","'CHUANG SONG ZONG' Dang Shen 0.5g / 1g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"936","MAL24116044HA","YH-QILU Chlortetracycline 15% W/W Granules","Yenher Agro-products Sdn. Bhd."
"937","MAL24106091NC","Cysmannose D-mannose 2g Granules","QUANSTAR BIOTECH SDN BHD"
"938","MAL25026093T","`CHUANG SONG ZONG` Wei Ling Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"939","MAL25046115T","`CHUANG SONG ZONG' Xiao Cheng Qi Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"940","MAL25046045XC","ORE SODA URINARY ALKALINIZER EFFERVESCENT GRANULES","REGULATORY DYNAMIC ENTERPRISE"
"941","MAL25046116T","CHUANG SONG ZONG`Ban Xia Hou Po Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"942","MAL24126090T","Mah Tai Huo Xiang Zheng Qi San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"943","MAL25026094T","Mah Tai Suan Zao Ren Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"944","MAL25046141T","Mah Tai Fu Fang Ge Gen He Ji Granules","MAH TAI CHINESE MEDICINE REFINERY"
"945","MAL25036100T","Mah Tai Xin Ba Zhen Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"946","MAL25026110T","Mah Tai Shu Jin San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"947","MAL25046114T","Mah Tai Jia Wei Xiao Yao San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"948","MAL25036106TC","Yik Herr Ji Ming San Extract Granules","Yik Herr Natural Sdn. Bhd."
"949","MAL25036101T","Mah Tai Yin Qiao San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"950","MAL25036227T","Mah Tai Shao Yao Gan Cao Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"951","MAL25036102T","Mah Tai Gui Zhi Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"952","MAL25036105TC","Yik Herr Sheng Xian Tang Extract Granules","Yik Herr Natural Sdn. Bhd."
"953","MAL25036228T","Mah Tai Er Chen Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"954","MAL25046112T","Mah Tai Xin Jin Gui Shen Qi Wan Granules","MAH TAI CHINESE MEDICINE REFINERY"
"955","MAL25056048T","'CHUANG SONG ZONG' Chao Bai Zhu 0.5g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"956","MAL25086147T","'Chuang Song Zong' Chi Shao 1.25g / 2.5g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"957","MAL25056047T","CHUANG SONG ZONG' Chen Pi 0.45 g / 1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"958","MAL25056051T","`CHUANG SONG ZONG' Chuan Niu Xi 0.5g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"959","MAL25056049T","`CHUANG SONG ZONG' Dan Shen 0.52g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"960","MAL25056058T","'CHUANG SONG ZONG` Bai He Gu Jin Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"961","MAL25056059T","'CHUANG SONG ZONG' Huo Xiang Zheng Qi San Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"962","MAL25046113T","Mah Tai Huo Luo Xiao Ling Dan Granules","MAH TAI CHINESE MEDICINE REFINERY"
"963","MAL25056056T","Mah Tai Wu Wei Xiao Du Yin Granules","MAH TAI CHINESE MEDICINE REFINERY"
"964","MAL25036226T","Mah Tai Sang Ju Yin Granules","MAH TAI CHINESE MEDICINE REFINERY"
"965","MAL25036225T","Mah Tai Long Dan Xie Gan Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"966","MAL25056084T","Mah Tai An Shen San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"967","MAL25086156T","Sun Ten Xiao Chai Hu Tang Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"968","MAL25086158T","Sun Ten Juan Bi Tang Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"969","MAL25056055T","Mah Tai Bu Yang Huan Wu Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"970","MAL25086157T","Sun Ten (Xin) Shi Wei Bai Du San Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"971","MAL25086137T","Sun Ten Fu Ling 0.95g/1.0g Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"972","MAL25096119T","Sun Ten Mu Li 0.98g/1.0 g Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"973","MAL25076128T","Mah Tai Bu Zhong Yi Qi Granules","MAH TAI CHINESE MEDICINE REFINERY"
"974","MAL25076127T","Mah Tai Jing Fang Bai Du San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"975","MAL25076123T","Wan Yeen Ziziphus Jujuba 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"976","MAL25076125T","Wan Yeen Coptis Chinensis 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"977","MAL25076116T","Wan Yeen Evodia Rutaecarpa 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"978","MAL25086130T","Wan Yeen Periostracum Cicadae 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"979","MAL25076110T","Wan Yeen Lonicera Japonica 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"980","MAL25076108T","Wan Yeen Notopterygium Incisum 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"981","MAL25076118T","Wan Yeen Schisandra Chinensis 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"982","MAL25076117T","Wan Yeen Pinellia Ternata 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"983","MAL25076109T","Wan Yeen Codonopsis Pilosula 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"984","MAL25076119T","Wan Yeen Tussilago Farfara 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"985","MAL25076124T","Wan Yeen Amomum Villosum 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"986","MAL25076113T","Wan Yeen Eucommia Ulmoides 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"987","MAL25076112T","Wan Yeen Chrysanthemum Flower 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"988","MAL25076111T","Wan Yeen Vitex Trifolia 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"989","MAL25076115T","Wan Yeen Forsythia Suspensa 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"990","MAL25076120T","Wan Yeen Angelica Sinensis 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"991","MAL25076105T","Wan Yeen Lilium Brownii 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"992","MAL25076106T","Wan Yeen Atractylodes Macrocephala 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"993","MAL25076107T","Wan Yeen Glehnia Littoralis 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"994","MAL25076114T","Wan Yeen Isatis Indigotica 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"995","MAL25076094T","Wan Yeen Angelica Dahurica 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"996","MAL25086129T","Wan Yeen Paeoniae Alba 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"997","MAL25086143T","Wan Yeen Stemona Sessilifolia 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"998","MAL25086144T","Wan Yeen Platycladus Orientalis 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"999","MAL25076096T","Wan Yeen Areca Catechu 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1000","MAL25076122T","Wan Yeen Ligusticum Chuanxiong 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1001","MAL25076121T","Wan Yeen Plantago Asiatica 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1002","MAL25086160T","Mah Tai Xin Xiang Sha Liu Jun Zi Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1003","MAL25076095T","Wan Yeen Paeoniae Rubra 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1004","MAL25096109T","Wan Yeen Bupleurum Chinense 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1005","MAL25096108T","Wan Yeen Atractylodes Lancea 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1006","MAL25096132T","Sun Ten Xin Yi Qing Fei Tang Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"1007","MAL25096106T","Wan Yeen Pheretima Aspergillum 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1008","MAL25096107T","Wan Yeen Xanthium Sibiricum 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1009","MAL25076147T","Mah Tai Du Huo Ji Sheng Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1010","MAL25086145T","Wan Yeen Rheum Palmatum 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1011","MAL25096105T","Wan Yeen Citrus Reticulata 1.5g/1.5g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1012","MAL25086132T","Wan Yeen Salvia Miltiorrhiza 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1013","MAL25086161T","Mah Tai Ban Xia Xie Xin Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1014","MAL25086162T","Mah Tai Liu Wei Di Huang Wan Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1015","MAL25086131T","Wan Yeen Poria cum Pini Radice 2g/2g Extract Granules","WAN YEEN TRADING SDN. BHD."
"1016","MAL25086159T","Mah Tai Xue Fu Zhu Yu Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1017","MAL26016164T","'CHUANG SONG ZONG' Chuan Xiong 0.47g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1018","MAL26016165T","'CHUANG SONG ZONG' Da Huang 0.5g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1019","MAL26016161T","`CHUANG SONG ZONG' Bei Ban Lan Gen 0.4 g/1.0 g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1020","MAL26016162T","'CHUANG SONG ZONG' Guang Huo Xiang 0.45 g/1.0 g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1021","MAL26016160T","'CHUANG SONG ZONG` Huai Niu Xi 0.48 g / 1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1022","MAL26016167T","'CHUANG SONG ZONG' Xuan Shen 0.5g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1023","MAL26016163T","'CHUANG SONG ZONG' Zhi Mu 0.45g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1024","MAL26016166T","'CHUANG SONG ZONG' Zhi Ke 0.5g/1.0g Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"1025","MAL25106043T","Mah Tai Hua Tan Zhi Ke San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1026","MAL25106031T","Mah Tai Xin Xiao Qing Long Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1027","MAL25116129T","Mah Tai Tian Wang Bu Xin Dan Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1028","MAL25096120T","Mah Tai Chai Hu Shu Gan San Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1029","MAL25106032T","Sun Ten Huo Xiang Zheng Qi San Extract Granules","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"1030","MAL25126118T","Mah Tai Yang Yin Qing Fei Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1031","MAL25116128T","Mah Tai Qiang Huo Sheng Shi Tang Granules","MAH TAI CHINESE MEDICINE REFINERY"
"1032","MAL25126117T","Mah Tai Yu Ping Feng San Granules","MAH TAI CHINESE MEDICINE REFINERY"
