Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API
DESCANIL/ZOPICLONA,Lepetit,https://www.alfabeta.net/precio/descanilzopiclona.html,selenium,no,no
DESCOVY,Gador,https://www.alfabeta.net/precio/descovy.html,selenium,no,no
DESENSYL,Gador,https://www.alfabeta.net/precio/desensyl.html,selenium,no,no
DESENSYL MAX,Gador,https://www.alfabeta.net/precio/desensyl-max.html,selenium,no,no
DESFERAL,Novartis,https://www.alfabeta.net/precio/desferal.html,selenium,no,no
DESGRAS,Argenfarma,https://www.alfabeta.net/precio/desgras.html,selenium,no,no
DESGRAS ACTIVATOR DE AMPK,Argenfarma,https://www.alfabeta.net/precio/desgras-activator-de-ampk.html,selenium,no,no
DESGRAS BLOCKER FOOD,Argenfarma,https://www.alfabeta.net/precio/desgras-blocker-food.html,selenium,no,no
DESGRAS BURNER FAT,Argenfarma,https://www.alfabeta.net/precio/desgras-burner-fat.html,selenium,no,no
DESGRAS COMPLEX,Argenfarma,https://www.alfabeta.net/precio/desgras-complex.html,selenium,no,no
DESGRAS PROTEICO AMPK BATIDO,Argenfarma,https://www.alfabeta.net/precio/desgras-proteico-ampk-batido.html,selenium,no,no
DESGRAS SOLUBLE,Argenfarma,https://www.alfabeta.net/precio/desgras-soluble.html,selenium,no,no
DESGRAS SPIRULINA,Argenfarma,https://www.alfabeta.net/precio/desgras-spirulina.html,selenium,no,no
DESIRE,Gador,https://www.alfabeta.net/precio/desire.html,selenium,no,no
DESLAFAX,Gador,https://www.alfabeta.net/precio/deslafax.html,selenium,no,no
DESLORAMAR,Mar,https://www.alfabeta.net/precio/desloramar.html,selenium,no,no
DESLORAMAR CORT,Mar,https://www.alfabeta.net/precio/desloramar-cort.html,selenium,no,no
DESLORATADINA RICHET,Richet,https://www.alfabeta.net/precio/desloratadina-richet.html,selenium,no,no
DESMOPRESIN,Ferring,https://www.alfabeta.net/precio/desmopresin.html,selenium,no,no
DESMOPRESIN MELT,Ferring,https://www.alfabeta.net/precio/desmopresin-melt.html,selenium,no,no
DESOD. LUBRIC. ADAPT 236 ML,Hollister,https://www.alfabeta.net/precio/desod-lubric-adapt-236-ml.html,selenium,no,no
DESOD. LUBRIC. ADAPT 8MLX50,Hollister,https://www.alfabeta.net/precio/desod-lubric-adapt-8mlx50.html,selenium,no,no
DESOPLUS,Lagos,https://www.alfabeta.net/precio/desoplus.html,selenium,no,no
DESTELLE,Gador,https://www.alfabeta.net/precio/destelle.html,selenium,no,no
DETAVI,LKM,https://www.alfabeta.net/precio/detavi.html,selenium,no,no
DETENAGE C,Panalab,https://www.alfabeta.net/precio/detenage-c.html,selenium,no,no
DETENAGE C ANTIOX BOOSTER,Panalab,https://www.alfabeta.net/precio/detenage-c-antiox-booster.html,selenium,no,no
DETENAGE G,Panalab,https://www.alfabeta.net/precio/detenage-g.html,selenium,no,no
DETENAGE N,Panalab,https://www.alfabeta.net/precio/detenage-n.html,selenium,no,no
DETENLER,Duncan,https://www.alfabeta.net/precio/detenler.html,selenium,no,no
DETIXOL,Casasco,https://www.alfabeta.net/precio/detixol.html,selenium,no,no
DETOX VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/detox-vitamin-way.html,selenium,no,no
DETRUSITOL,Aspen Pharma,https://www.alfabeta.net/precio/detrusitol.html,selenium,no,no
DEVEDRYL,Klonal,https://www.alfabeta.net/precio/devedryl.html,selenium,no,no
DEVEXUS,Teva Argentina,https://www.alfabeta.net/precio/devexus.html,selenium,no,no
DEVISAL,Baliarda,https://www.alfabeta.net/precio/devisal.html,selenium,no,no
DEVISAL CB,Baliarda,https://www.alfabeta.net/precio/devisal-cb.html,selenium,no,no
DEVISAL CB 20000,Baliarda,https://www.alfabeta.net/precio/devisal-cb-20000.html,selenium,no,no
DEVISAL CB 50000,Baliarda,https://www.alfabeta.net/precio/devisal-cb-50000.html,selenium,no,no
DEXA RHINOSPRAY N,Opella Healthcare Arg.,https://www.alfabeta.net/precio/dexa-rhinospray-n.html,selenium,no,no
DEXACORT C,Novoplos,https://www.alfabeta.net/precio/dexacort-c.html,selenium,no,no
DEXALAF,Lafedar,https://www.alfabeta.net/precio/dexalaf.html,selenium,no,no
DEXALERGIN,Teva Argentina,https://www.alfabeta.net/precio/dexalergin.html,selenium,no,no
DEXALERGIN C,Teva Argentina,https://www.alfabeta.net/precio/dexalergin-c.html,selenium,no,no
DEXALERGIN CORT,Teva Argentina,https://www.alfabeta.net/precio/dexalergin-cort.html,selenium,no,no
DEXALERGIN MUC,Teva Argentina,https://www.alfabeta.net/precio/dexalergin-muc.html,selenium,no,no
DEXALERGIN N,Teva Argentina,https://www.alfabeta.net/precio/dexalergin-n.html,selenium,no,no
DEXALERGIN NF,Teva Argentina,https://www.alfabeta.net/precio/dexalergin-nf.html,selenium,no,no
DEXALERGIN NOVO CB (OTC),Teva Argentina,https://www.alfabeta.net/precio/dexalergin-novo-cb-otc.html,selenium,no,no
DEXAMERAL 4,Megalabs Argentina,https://www.alfabeta.net/precio/dexameral-4.html,selenium,no,no
DEXAMERAL 40,LKM,https://www.alfabeta.net/precio/dexameral-40.html,selenium,no,no
DEXAMETASONA 21 FOSFATO RICHET,Richet,https://www.alfabeta.net/precio/dexametasona-21-fosfato-richet.html,selenium,no,no
DEXAMETASONA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/dexametasona-denver-farma.html,selenium,no,no
DEXAMETASONA DORF,PharmaDorf,https://www.alfabeta.net/precio/dexametasona-dorf.html,selenium,no,no
DEXAMETASONA DRAWER,Drawer,https://www.alfabeta.net/precio/dexametasona-drawer.html,selenium,no,no
DEXAMETASONA FABRA,Fabra,https://www.alfabeta.net/precio/dexametasona-fabra.html,selenium,no,no
DEXAMETASONA FECOFAR,Fecofar,https://www.alfabeta.net/precio/dexametasona-fecofar.html,selenium,no,no
DEXAMETASONA UNC,Hemoderivados,https://www.alfabeta.net/precio/dexametasona-unc.html,selenium,no,no
DEXAMYTREX,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/dexamytrex.html,selenium,no,no
DEXATOTAL,Ariston,https://www.alfabeta.net/precio/dexatotal.html,selenium,no,no
DEXCOM ONE ADHESIVO PROTECTOR,Roche Diabetes,https://www.alfabeta.net/precio/dexcom-one-adhesivo-protector.html,selenium,no,no
DEXCOM ONE RECEPTOR,Roche Diabetes,https://www.alfabeta.net/precio/dexcom-one-receptor.html,selenium,no,no
DEXCOM ONE SENSOR,Roche Diabetes,https://www.alfabeta.net/precio/dexcom-one-sensor.html,selenium,no,no
DEXCOM ONE TRANSMISOR,Roche Diabetes,https://www.alfabeta.net/precio/dexcom-one-transmisor.html,selenium,no,no
DEXITIS,Savant Generic,https://www.alfabeta.net/precio/dexitis.html,selenium,no,no
DEXIVEN,Rivero,https://www.alfabeta.net/precio/dexiven.html,selenium,no,no
DEXMEDETOMIDINA RICHET,Richet,https://www.alfabeta.net/precio/dexmedetomidina-richet.html,selenium,no,no
DEXMENOVAG,Gobbi,https://www.alfabeta.net/precio/dexmenovag.html,selenium,no,no
DEXMETIN,Rivero,https://www.alfabeta.net/precio/dexmetin.html,selenium,no,no
DEXO,Domínguez,https://www.alfabeta.net/precio/dexo.html,selenium,no,no
DEXO FORTE,Domínguez,https://www.alfabeta.net/precio/dexo-forte.html,selenium,no,no
DEXOGASTEC,Laboratorios Bernabó,https://www.alfabeta.net/precio/dexogastec.html,selenium,no,no
DEXOPRAL 30,Roemmers,https://www.alfabeta.net/precio/dexopral-30.html,selenium,no,no
DEXOPRAL 60,Roemmers,https://www.alfabeta.net/precio/dexopral-60.html,selenium,no,no
DEXPRANE,Eczane,https://www.alfabeta.net/precio/dexprane.html,selenium,no,no
DEXTROSA,Nutentar,https://www.alfabeta.net/precio/dextrosa.html,selenium,no,no
DEXTROTOS,Lafedar,https://www.alfabeta.net/precio/dextrotos.html,selenium,no,no
DG-6,Craveri,https://www.alfabeta.net/precio/dg-6.html,selenium,no,no
DG-6 ALCOHOL AEROSOL,Craveri,https://www.alfabeta.net/precio/dg-6-alcohol-aerosol.html,selenium,no,no
DG-6 ALCOHOL EN GEL,Craveri,https://www.alfabeta.net/precio/dg-6-alcohol-en-gel.html,selenium,no,no
DG-6 POVIDONA IODO,Craveri,https://www.alfabeta.net/precio/dg-6-povidona-iodo.html,selenium,no,no
DHA LOCION AUTOBRONCEANTE,Ethicus,https://www.alfabeta.net/precio/dha-locion-autobronceante.html,selenium,no,no
DHEA FEM,Casasco,https://www.alfabeta.net/precio/dhea-fem.html,selenium,no,no
DIA D,ISA,https://www.alfabeta.net/precio/dia-d.html,selenium,no,no
DIAB DOS 1000,Francelab,https://www.alfabeta.net/precio/diab-dos-1000.html,selenium,no,no
DIAB DOS 500,Francelab,https://www.alfabeta.net/precio/diab-dos-500.html,selenium,no,no
DIAB DOS 850,Francelab,https://www.alfabeta.net/precio/diab-dos-850.html,selenium,no,no
DIABE PASS 5,Francelab,https://www.alfabeta.net/precio/diabe-pass-5.html,selenium,no,no
DIABECLER HHH,Monserrat,https://www.alfabeta.net/precio/diabecler-hhh.html,selenium,no,no
DIABECLER HHH MANOS Y CODOS,Monserrat,https://www.alfabeta.net/precio/diabecler-hhh-manos-y-codos.html,selenium,no,no
DIABEGLIPT,Temis-Lostaló,https://www.alfabeta.net/precio/diabeglipt.html,selenium,no,no
DIABEMIN,Lafedar,https://www.alfabeta.net/precio/diabemin.html,selenium,no,no
DIABESIL,Gador,https://www.alfabeta.net/precio/diabesil.html,selenium,no,no
DIABESIL AP 1000,Gador,https://www.alfabeta.net/precio/diabesil-ap-1000.html,selenium,no,no
DIABESIL AP 500,Gador,https://www.alfabeta.net/precio/diabesil-ap-500.html,selenium,no,no
DIABESIL AP 850,Gador,https://www.alfabeta.net/precio/diabesil-ap-850.html,selenium,no,no
DIABET TX ANTITRANSPIRANTE,Genomma Lab.,https://www.alfabeta.net/precio/diabet-tx-antitranspirante.html,selenium,no,no
DIABET TX CREMA,Genomma Lab.,https://www.alfabeta.net/precio/diabet-tx-crema.html,selenium,no,no
DIABET TX CREMA MANOS Y CODOS,Genomma Lab.,https://www.alfabeta.net/precio/diabet-tx-crema-manos-y-codos.html,selenium,no,no
DIABET TX PLUS UREA 10,Genomma Lab.,https://www.alfabeta.net/precio/diabet-tx-plus-urea-10.html,selenium,no,no
DIABET TX PLUS UREA 5,Genomma Lab.,https://www.alfabeta.net/precio/diabet-tx-plus-urea-5.html,selenium,no,no
DIABET TX TALCO LIQUIDO,Genomma Lab.,https://www.alfabeta.net/precio/diabet-tx-talco-liquido.html,selenium,no,no
DIABINESE,Pfizer,https://www.alfabeta.net/precio/diabinese.html,selenium,no,no
DIABO,Max Vision,https://www.alfabeta.net/precio/diabo.html,selenium,no,no
DIABUTIL 2 MG,Elea,https://www.alfabeta.net/precio/diabutil-2-mg.html,selenium,no,no
DIABUTIL 4 MG,Elea,https://www.alfabeta.net/precio/diabutil-4-mg.html,selenium,no,no
DIACTAL ENEMA,Sidus,https://www.alfabeta.net/precio/diactal-enema.html,selenium,no,no
DIAL-ND,Neo-Dermos,https://www.alfabeta.net/precio/dial-nd.html,selenium,no,no
DIALITICA II,Argenfarma,https://www.alfabeta.net/precio/dialitica-ii.html,selenium,no,no
DIAMICRON MR 60,Servier,https://www.alfabeta.net/precio/diamicron-mr-60.html,selenium,no,no
DIAMONDS SOBRES GELIFICANTES ANTIOLOR,Convatec,https://www.alfabeta.net/precio/diamonds-sobres-gelificantes-antiolor.html,selenium,no,no
DIANE 35,Bayer (PH),https://www.alfabeta.net/precio/diane-35.html,selenium,no,no
DIANEAL BAXTER,Aponor,https://www.alfabeta.net/precio/dianeal-baxter.html,selenium,no,no
DIAPRESAN 160,Montpellier,https://www.alfabeta.net/precio/diapresan-160.html,selenium,no,no
DIAPRESAN 320,Montpellier,https://www.alfabeta.net/precio/diapresan-320.html,selenium,no,no
DIAPRESAN 80,Montpellier,https://www.alfabeta.net/precio/diapresan-80.html,selenium,no,no
DIAPRESAN A,Montpellier,https://www.alfabeta.net/precio/diapresan-a.html,selenium,no,no
DIAPRESAN D,Montpellier,https://www.alfabeta.net/precio/diapresan-d.html,selenium,no,no
DIAPRESAN TRIPLE,Montpellier,https://www.alfabeta.net/precio/diapresan-triple.html,selenium,no,no
DIAR,Poen,https://www.alfabeta.net/precio/diar.html,selenium,no,no
DIARIS,Poen,https://www.alfabeta.net/precio/diaris.html,selenium,no,no
DIARIS OMEGA,Poen,https://www.alfabeta.net/precio/diaris-omega.html,selenium,no,no
DIASIP,Nutricia-Bagó,https://www.alfabeta.net/precio/diasip.html,selenium,no,no
DIASTONE,Microsules Arg.,https://www.alfabeta.net/precio/diastone.html,selenium,no,no
DIASTONE B12,Microsules Arg.,https://www.alfabeta.net/precio/diastone-b12.html,selenium,no,no
DIASTONE FLEX,Microsules Arg.,https://www.alfabeta.net/precio/diastone-flex.html,selenium,no,no
DIAZEPAM DRAWER,Drawer,https://www.alfabeta.net/precio/diazepam-drawer.html,selenium,no,no
DIAZEPAM FABRA,Fabra,https://www.alfabeta.net/precio/diazepam-fabra.html,selenium,no,no
DIAZEPAM KLONAL,Klonal,https://www.alfabeta.net/precio/diazepam-klonal.html,selenium,no,no
DIAZEPAM LARJAN,Veinfar,https://www.alfabeta.net/precio/diazepam-larjan.html,selenium,no,no
DIAZEPAM LEPRET,Pretoria,https://www.alfabeta.net/precio/diazepam-lepret.html,selenium,no,no
DIAZEPAM PHARMAVIAL,IBC,https://www.alfabeta.net/precio/diazepam-pharmavial.html,selenium,no,no
DIAZEPAM VANNIER,Vannier,https://www.alfabeta.net/precio/diazepam-vannier.html,selenium,no,no
DIAZEPAN MEDIPHARMA,Medipharma,https://www.alfabeta.net/precio/diazepan-medipharma.html,selenium,no,no
DIBEN,Fresenius Kabi,https://www.alfabeta.net/precio/diben.html,selenium,no,no
DIBEN DRINK,Fresenius Kabi,https://www.alfabeta.net/precio/diben-drink.html,selenium,no,no
DIBIONAL,Rivero,https://www.alfabeta.net/precio/dibional.html,selenium,no,no
DICASONE COMPLEX,Baliarda,https://www.alfabeta.net/precio/dicasone-complex.html,selenium,no,no
DICETEL,Abbott EPD,https://www.alfabeta.net/precio/dicetel.html,selenium,no,no
DICLAC,Siegfried,https://www.alfabeta.net/precio/diclac.html,selenium,no,no
DICLADOX,Teva Argentina,https://www.alfabeta.net/precio/dicladox.html,selenium,no,no
DICLOCALM,Northia,https://www.alfabeta.net/precio/diclocalm.html,selenium,no,no
DICLOFENAC AP KILAB,Kilab,https://www.alfabeta.net/precio/diclofenac-ap-kilab.html,selenium,no,no
DICLOFENAC CELTYC,Celtyc,https://www.alfabeta.net/precio/diclofenac-celtyc.html,selenium,no,no
DICLOFENAC CEVALLOS,Laboratorios Frasca,https://www.alfabeta.net/precio/diclofenac-cevallos.html,selenium,no,no
DICLOFENAC DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/diclofenac-denver-farma.html,selenium,no,no
DICLOFENAC DRAWER,Drawer,https://www.alfabeta.net/precio/diclofenac-drawer.html,selenium,no,no
DICLOFENAC POTASICO ROSPAW,Rospaw,https://www.alfabeta.net/precio/diclofenac-potasico-rospaw.html,selenium,no,no
DICLOFENAC SODICO,Veinfar,https://www.alfabeta.net/precio/diclofenac-sodico.html,selenium,no,no
DICLOFENAC+PARACETAMOL TEVA,Teva Argentina,https://www.alfabeta.net/precio/diclofenacparacetamol-teva.html,selenium,no,no
DICLOGESIC,Trb-Pharma,https://www.alfabeta.net/precio/diclogesic.html,selenium,no,no
DICLOGESIC 100 AP,Trb-Pharma,https://www.alfabeta.net/precio/diclogesic-100-ap.html,selenium,no,no
DICLOGESIC FORTE,Trb-Pharma,https://www.alfabeta.net/precio/diclogesic-forte.html,selenium,no,no
DICLOGESIC GEL,Trb-Pharma,https://www.alfabeta.net/precio/diclogesic-gel.html,selenium,no,no
DICLOGESIC PLUS B12,Trb-Pharma,https://www.alfabeta.net/precio/diclogesic-plus-b12.html,selenium,no,no
DICLOGESIC RELAX,Trb-Pharma,https://www.alfabeta.net/precio/diclogesic-relax.html,selenium,no,no
DICLOLABSA 100 RETARD,Labsa,https://www.alfabeta.net/precio/diclolabsa-100-retard.html,selenium,no,no
DICLOLABSA 75 AP,Labsa,https://www.alfabeta.net/precio/diclolabsa-75-ap.html,selenium,no,no
DICLOLABSA 75 R,Labsa,https://www.alfabeta.net/precio/diclolabsa-75-r.html,selenium,no,no
DICLOLABSA B12,Labsa,https://www.alfabeta.net/precio/diclolabsa-b12.html,selenium,no,no
DICLOLABSA GESIC,Labsa,https://www.alfabeta.net/precio/diclolabsa-gesic.html,selenium,no,no
DICLOLABSA POTASICO,Labsa,https://www.alfabeta.net/precio/diclolabsa-potasico.html,selenium,no,no
DICLOLABSA RELAX,Labsa,https://www.alfabeta.net/precio/diclolabsa-relax.html,selenium,no,no
DICLOLAM,Austral,https://www.alfabeta.net/precio/diclolam.html,selenium,no,no
DICLOLAM GEL TÓPICO AL 1%,Austral,https://www.alfabeta.net/precio/diclolam-gel-topico-al-1.html,selenium,no,no
DICLOMAR,Mar,https://www.alfabeta.net/precio/diclomar.html,selenium,no,no
DICLOMAR B12,Mar,https://www.alfabeta.net/precio/diclomar-b12.html,selenium,no,no
DICLOMAR FLEX POTASICO,Mar,https://www.alfabeta.net/precio/diclomar-flex-potasico.html,selenium,no,no
DICLOMAR GESIC,Mar,https://www.alfabeta.net/precio/diclomar-gesic.html,selenium,no,no
DICLONOVAG,Gobbi,https://www.alfabeta.net/precio/diclonovag.html,selenium,no,no
DICLOVANN K 75,Vannier,https://www.alfabeta.net/precio/diclovann-k-75.html,selenium,no,no
DIENOPIL,PharmaDorf,https://www.alfabeta.net/precio/dienopil.html,selenium,no,no
DIENOPIL 28,PharmaDorf,https://www.alfabeta.net/precio/dienopil-28.html,selenium,no,no
DIFENAC,Lafedar,https://www.alfabeta.net/precio/difenac.html,selenium,no,no
DIFENAC FORTE,Lafedar,https://www.alfabeta.net/precio/difenac-forte.html,selenium,no,no
DIFENAC RETARD,Lafedar,https://www.alfabeta.net/precio/difenac-retard.html,selenium,no,no
DIFENHIDRAMINA,Veinfar,https://www.alfabeta.net/precio/difenhidramina.html,selenium,no,no
DIFENHIDRAMINA CLORH 250 MG/ 100ML,Duncan,https://www.alfabeta.net/precio/difenhidramina-clorh-250-mg-100ml.html,selenium,no,no
DIFENHIDRAMINA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/difenhidramina-denver-farma.html,selenium,no,no
DIFENHIDRAMINA VANNIER,Vannier,https://www.alfabeta.net/precio/difenhidramina-vannier.html,selenium,no,no
DIFFERIN,Galderma,https://www.alfabeta.net/precio/differin.html,selenium,no,no
DIFOGLIX,Baliarda,https://www.alfabeta.net/precio/difoglix.html,selenium,no,no
DIGECAPS,Framingham Pharma,https://www.alfabeta.net/precio/digecaps.html,selenium,no,no
DIGENORFLAT,Baliarda,https://www.alfabeta.net/precio/digenorflat.html,selenium,no,no
DIGESPLEN,Craveri,https://www.alfabeta.net/precio/digesplen.html,selenium,no,no
DIGESTEIN,Teingro,https://www.alfabeta.net/precio/digestein.html,selenium,no,no
DIGESTINA,Biosintex,https://www.alfabeta.net/precio/digestina.html,selenium,no,no
DIGESTOL,Argenfarma,https://www.alfabeta.net/precio/digestol.html,selenium,no,no
DIGOCARD-G,Klonal,https://www.alfabeta.net/precio/digocard-g.html,selenium,no,no
DIGOXINA BIOL,Biol,https://www.alfabeta.net/precio/digoxina-biol.html,selenium,no,no
DIGOXINA LAFEDAR,Lafedar,https://www.alfabeta.net/precio/digoxina-lafedar.html,selenium,no,no
DILATREND,Siegfried,https://www.alfabeta.net/precio/dilatrend.html,selenium,no,no
DILATREND AP,Siegfried,https://www.alfabeta.net/precio/dilatrend-ap.html,selenium,no,no
DILATREND D,Siegfried,https://www.alfabeta.net/precio/dilatrend-d.html,selenium,no,no
DILCORAN,Casasco,https://www.alfabeta.net/precio/dilcoran.html,selenium,no,no
DILCORAN D,Casasco,https://www.alfabeta.net/precio/dilcoran-d.html,selenium,no,no
DILCORAN PLUS,Casasco,https://www.alfabeta.net/precio/dilcoran-plus.html,selenium,no,no
DILCORAN PLUS D,Casasco,https://www.alfabeta.net/precio/dilcoran-plus-d.html,selenium,no,no
DILUTOL,Lazar,https://www.alfabeta.net/precio/dilutol.html,selenium,no,no
DIMEFUL 120,Gador,https://www.alfabeta.net/precio/dimeful-120.html,selenium,no,no
DIMEFUL 240,Gador,https://www.alfabeta.net/precio/dimeful-240.html,selenium,no,no
DIMENA,Lepetit,https://www.alfabeta.net/precio/dimena.html,selenium,no,no
DIMERE,Bioprofarma Bagó,https://www.alfabeta.net/precio/dimere.html,selenium,no,no
DIMETEC,Adium,https://www.alfabeta.net/precio/dimetec.html,selenium,no,no
DIMSA,Oxapharma,https://www.alfabeta.net/precio/dimsa.html,selenium,no,no
DINADOM,Domínguez,https://www.alfabeta.net/precio/dinadom.html,selenium,no,no
DINARON,Eurofarma,https://www.alfabeta.net/precio/dinaron.html,selenium,no,no
DINOGARED,Savant Generic,https://www.alfabeta.net/precio/dinogared.html,selenium,no,no
DIOCAM,Gador,https://www.alfabeta.net/precio/diocam.html,selenium,no,no
DIOCAM SL,Gador,https://www.alfabeta.net/precio/diocam-sl.html,selenium,no,no
DIONDEL,Roemmers,https://www.alfabeta.net/precio/diondel.html,selenium,no,no
DIOSMIN,Craveri,https://www.alfabeta.net/precio/diosmin.html,selenium,no,no
DIOSMIN 1000,Craveri,https://www.alfabeta.net/precio/diosmin-1000.html,selenium,no,no
DIOSMIN CREMA,Craveri,https://www.alfabeta.net/precio/diosmin-crema.html,selenium,no,no
DIOVAN,Siegfried,https://www.alfabeta.net/precio/diovan.html,selenium,no,no
DIOVAN D,Siegfried,https://www.alfabeta.net/precio/diovan-d.html,selenium,no,no
DIOVAN IC,Siegfried,https://www.alfabeta.net/precio/diovan-ic.html,selenium,no,no
DIOXADOL,Montpellier,https://www.alfabeta.net/precio/dioxadol.html,selenium,no,no
DIOXAFLEX 50,Bagó,https://www.alfabeta.net/precio/dioxaflex-50.html,selenium,no,no
DIOXAFLEX 75,Bagó,https://www.alfabeta.net/precio/dioxaflex-75.html,selenium,no,no
DIOXAFLEX 75 CB,Bagó,https://www.alfabeta.net/precio/dioxaflex-75-cb.html,selenium,no,no
DIOXAFLEX B12,Bagó,https://www.alfabeta.net/precio/dioxaflex-b12.html,selenium,no,no
DIOXAFLEX CB GESIC,Bagó,https://www.alfabeta.net/precio/dioxaflex-cb-gesic.html,selenium,no,no
DIOXAFLEX CB PLUS,Bagó,https://www.alfabeta.net/precio/dioxaflex-cb-plus.html,selenium,no,no
DIOXAFLEX COMPLEX,Bagó,https://www.alfabeta.net/precio/dioxaflex-complex.html,selenium,no,no
DIOXAFLEX GEL,Bagó,https://www.alfabeta.net/precio/dioxaflex-gel.html,selenium,no,no
DIOXAFLEX GESIC,Bagó,https://www.alfabeta.net/precio/dioxaflex-gesic.html,selenium,no,no
DIOXAFLEX INY,Bagó,https://www.alfabeta.net/precio/dioxaflex-iny.html,selenium,no,no
DIOXAFLEX MIGRA,Bagó,https://www.alfabeta.net/precio/dioxaflex-migra.html,selenium,no,no
DIOXAFLEX PARCHES,Bagó,https://www.alfabeta.net/precio/dioxaflex-parches.html,selenium,no,no
DIOXAFLEX PLUS,Bagó,https://www.alfabeta.net/precio/dioxaflex-plus.html,selenium,no,no
DIOXAFLEX PROTECT,Bagó,https://www.alfabeta.net/precio/dioxaflex-protect.html,selenium,no,no
DIOXAFLEX RAPID,Bagó,https://www.alfabeta.net/precio/dioxaflex-rapid.html,selenium,no,no
DIOXAFLEX VL,Bagó,https://www.alfabeta.net/precio/dioxaflex-vl.html,selenium,no,no
DIOXIS,Microsules Arg.,https://www.alfabeta.net/precio/dioxis.html,selenium,no,no
DIPEMINA,Lazar,https://www.alfabeta.net/precio/dipemina.html,selenium,no,no
DIPGIX,Northia,https://www.alfabeta.net/precio/dipgix.html,selenium,no,no
DIPIFEBRAL,Biosintex Retail,https://www.alfabeta.net/precio/dipifebral.html,selenium,no,no
DIPIRONA DRAWER,Drawer,https://www.alfabeta.net/precio/dipirona-drawer.html,selenium,no,no
DIPIRONA KLONAL,Klonal,https://www.alfabeta.net/precio/dipirona-klonal.html,selenium,no,no
DIPIRONA LARJAN,Veinfar,https://www.alfabeta.net/precio/dipirona-larjan.html,selenium,no,no
DIPRIVAN,Aspen Pharma,https://www.alfabeta.net/precio/diprivan.html,selenium,no,no
DIPROGENTA,Organon Arg.,https://www.alfabeta.net/precio/diprogenta.html,selenium,no,no
DIPROSONE,Organon Arg.,https://www.alfabeta.net/precio/diprosone.html,selenium,no,no
DIPROVAL,Baliarda,https://www.alfabeta.net/precio/diproval.html,selenium,no,no
DIROLAC SL,Biosintex,https://www.alfabeta.net/precio/dirolac-sl.html,selenium,no,no
DISARVAL,Baliarda,https://www.alfabeta.net/precio/disarval.html,selenium,no,no
DISARVAL D,Baliarda,https://www.alfabeta.net/precio/disarval-d.html,selenium,no,no
DISCO EASIFLEX NEO 0-25 MM,Coloplast,https://www.alfabeta.net/precio/disco-easiflex-neo-0-25-mm.html,selenium,no,no
DISCO SENSURA MIO BABY NEO,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-baby-neo.html,selenium,no,no
DISCO SENSURA MIO CLICK DEEP 40 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-click-deep-40-mm.html,selenium,no,no
DISCO SENSURA MIO CLICK DEEP 60 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-click-deep-60-mm.html,selenium,no,no
DISCO SENSURA MIO CLICK DEEP 70 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-click-deep-70-mm.html,selenium,no,no
DISCO SENSURA MIO CLICK LIGHT 40 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-click-light-40-mm.html,selenium,no,no
DISCO SENSURA MIO CLICK LIGHT 60 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-click-light-60-mm.html,selenium,no,no
DISCO SENSURA MIO CLICK LIGHT 70 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-click-light-70-mm.html,selenium,no,no
DISCO SENSURA MIO KIDS 0-35 MM,Coloplast,https://www.alfabeta.net/precio/disco-sensura-mio-kids-0-35-mm.html,selenium,no,no
DISCRETAL 1.25,Beta,https://www.alfabeta.net/precio/discretal-125.html,selenium,no,no
DISCRETAL 2.5,Beta,https://www.alfabeta.net/precio/discretal-25.html,selenium,no,no
DISCRETEST,Elea,https://www.alfabeta.net/precio/discretest.html,selenium,no,no
DISEL,Lafedar,https://www.alfabeta.net/precio/disel.html,selenium,no,no
DISGRADON,Fada Pharma,https://www.alfabeta.net/precio/disgradon.html,selenium,no,no
DISIPAN 75 MG,Laboratorios Bernabó,https://www.alfabeta.net/precio/disipan-75-mg.html,selenium,no,no
DISPOSITIVO DE PUNCION RIGHTEST,VSA Alta Complejidad,https://www.alfabeta.net/precio/dispositivo-de-puncion-rightest.html,selenium,no,no
DISTALENE,Teva Argentina,https://www.alfabeta.net/precio/distalene.html,selenium,no,no
DISULFIX,Ariston,https://www.alfabeta.net/precio/disulfix.html,selenium,no,no
DITE (EX VACUNA DOBLE ADULTOS BIOL),Biol,https://www.alfabeta.net/precio/dite-ex-vacuna-doble-adultos-biol.html,selenium,no,no
DITRAL,Medisol,https://www.alfabeta.net/precio/ditral.html,selenium,no,no
DITROPAN,Elea,https://www.alfabeta.net/precio/ditropan.html,selenium,no,no
DITROPAN UD,Elea,https://www.alfabeta.net/precio/ditropan-ud.html,selenium,no,no
